# Equilibrio L-V con potencial Lennard-Jones

units           lj
atom_style      atomic

# Crear caja inicial (10x10x10) con red FCC y replicar en X
lattice         fcc 0.8442
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
region          box block 0 10 0 10 0 10
create_box      1 box
Created orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 4000 atoms
  using lattice units in orthogonal box = (0 0 0) to (16.795962 16.795962 16.795962)
  create_atoms CPU = 0.007 seconds
replicate       3 1 1
Replication is creating a 3x1x1 = 3 times larger system...
  orthogonal box = (0 0 0) to (50.387886 16.795962 16.795962)
  1 by 1 by 1 MPI processor grid
  12000 atoms
  replicate CPU = 0.019 seconds

# Borrar las regiones laterales (sólo conservar el centro)
group           extremos id <> 1 4000
4000 atoms in group extremos
group           extremos id <> 8001 12000
8000 atoms in group extremos
delete_atoms    group extremos
Deleted 8000 atoms, new total = 4000

mass            1 1.0
neigh_modify    delay 5

# Inicialización de velocidades
velocity        all create 0.7 87287

# Interacción Lennard-Jones
pair_style      lj/cut 2.5
pair_coeff      1 1 1.0 1.0

# Temperatura de simulación (editable)
variable        T equal 1.0

# Primera etapa: dinámica NVE
fix             f1 all nve

compute         tempi all temp
compute         press all pressure tempi

# Registro de temperatura y presión
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_${T}.out
fix             f_temp all ave/time 10 10 100 c_tempi file temperatura_1.out
fix             f_press all ave/time 10 10 100 c_press file prico_${T}.out
fix             f_press all ave/time 10 10 100 c_press file prico_1.out

# Registro del tensor de presión completo
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_${T}.out
fix             f_tensor all ave/time 10 10 100 c_press[1] c_press[2] c_press[3] c_press[4] c_press[5] c_press[6] file ptensor_1.out

# Dump inicial para observar evolución
dump            d1 all atom 100 dump_${T}.melt
dump            d1 all atom 100 dump_1.melt

thermo_style    custom step density pe ke etotal
thermo          50
timestep        0.005

# Corrida inicial para estabilización
run             20000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 5 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 36 12 12
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.654 | 3.654 | 3.654 Mbytes
   Step        Density         PotEng         KinEng         TotEng    
     90400   0.2814        -2.9608397      1.4824424     -1.4783974    
     90450   0.2814        -2.9498728      1.4945399     -1.4553329    
     90500   0.2814        -2.9534656      1.508444      -1.4450216    
     90550   0.2814        -2.963668       1.4690079     -1.4946601    
     90600   0.2814        -2.9768925      1.5074032     -1.4694892    
     90650   0.2814        -2.9719225      1.4715882     -1.5003343    
     90700   0.2814        -2.9647576      1.5212193     -1.4435384    
     90750   0.2814        -2.9634055      1.4982983     -1.4651072    
     90800   0.2814        -2.9607129      1.4930223     -1.4676906    
     90850   0.2814        -2.9468651      1.5182067     -1.4286585    
     90900   0.2814        -2.9399348      1.5008209     -1.4391139    
     90950   0.2814        -2.9468038      1.4864969     -1.4603069    
     91000   0.2814        -2.9666353      1.4896529     -1.4769823    
     91050   0.2814        -2.9754902      1.5124398     -1.4630504    
     91100   0.2814        -2.9836164      1.5210691     -1.4625474    
     91150   0.2814        -2.9927139      1.5155811     -1.4771328    
     91200   0.2814        -2.9791859      1.506468      -1.4727179    
     91250   0.2814        -2.9802602      1.4875946     -1.4926656    
     91300   0.2814        -2.9727267      1.5041757     -1.468551     
     91350   0.2814        -2.9979856      1.5493474     -1.4486382    
     91400   0.2814        -2.9916622      1.5098009     -1.4818613    
     91450   0.2814        -2.9701504      1.4926009     -1.4775495    
     91500   0.2814        -2.968483       1.4829233     -1.4855597    
     91550   0.2814        -2.9955702      1.5179664     -1.4776038    
     91600   0.2814        -2.9880904      1.5074923     -1.4805981    
     91650   0.2814        -2.9877837      1.4850615     -1.5027222    
     91700   0.2814        -2.9755281      1.4702122     -1.5053159    
     91750   0.2814        -2.9755163      1.5070587     -1.4684576    
     91800   0.2814        -2.9845667      1.5137478     -1.4708189    
     91850   0.2814        -2.9879759      1.5056107     -1.4823652    
     91900   0.2814        -2.9956673      1.4803596     -1.5153077    
     91950   0.2814        -2.9788517      1.4934844     -1.4853673    
     92000   0.2814        -3.0012002      1.5013297     -1.4998705    
     92050   0.2814        -2.9975936      1.4783262     -1.5192674    
     92100   0.2814        -3.0041895      1.5058977     -1.4982917    
     92150   0.2814        -3.0037978      1.5267495     -1.4770483    
     92200   0.2814        -2.9854139      1.4972468     -1.4881671    
     92250   0.2814        -2.9710988      1.5314276     -1.4396713    
     92300   0.2814        -2.9593448      1.4746352     -1.4847096    
     92350   0.2814        -2.9547896      1.5001318     -1.4546578    
     92400   0.2814        -2.9745405      1.4976481     -1.4768924    
     92450   0.2814        -2.9853204      1.5095969     -1.4757234    
     92500   0.2814        -2.9911728      1.4807232     -1.5104497    
     92550   0.2814        -2.9869525      1.4670395     -1.519913     
     92600   0.2814        -2.9657575      1.5004479     -1.4653096    
     92650   0.2814        -2.968939       1.5484391     -1.4205       
     92700   0.2814        -2.9706938      1.5052526     -1.4654413    
     92750   0.2814        -2.9625839      1.4888559     -1.473728     
     92800   0.2814        -2.9476669      1.4899975     -1.4576694    
     92850   0.2814        -2.9481959      1.4659461     -1.4822498    
     92900   0.2814        -2.9619137      1.4708744     -1.4910393    
     92950   0.2814        -2.9394635      1.5375497     -1.4019138    
     93000   0.2814        -2.9467888      1.5241144     -1.4226744    
     93050   0.2814        -2.9270568      1.4918687     -1.4351881    
     93100   0.2814        -2.9391945      1.4931629     -1.4460316    
     93150   0.2814        -2.9303754      1.5196301     -1.4107453    
     93200   0.2814        -2.9226535      1.4680933     -1.4545602    
     93250   0.2814        -2.9289177      1.4765722     -1.4523455    
     93300   0.2814        -2.9185231      1.5079189     -1.4106041    
     93350   0.2814        -2.9269645      1.5012379     -1.4257266    
     93400   0.2814        -2.9201685      1.5099728     -1.4101958    
     93450   0.2814        -2.9214679      1.4904238     -1.431044     
     93500   0.2814        -2.9159515      1.5303568     -1.3855947    
     93550   0.2814        -2.9173549      1.536698      -1.3806569    
     93600   0.2814        -2.914401       1.4889242     -1.4254768    
     93650   0.2814        -2.9168919      1.4545946     -1.4622973    
     93700   0.2814        -2.9399665      1.463275      -1.4766914    
     93750   0.2814        -2.9241352      1.489742      -1.4343932    
     93800   0.2814        -2.9293371      1.5110524     -1.4182847    
     93850   0.2814        -2.9179723      1.5207165     -1.3972558    
     93900   0.2814        -2.9289374      1.4898216     -1.4391158    
     93950   0.2814        -2.9443504      1.5233583     -1.4209921    
     94000   0.2814        -2.9370375      1.4877056     -1.4493319    
     94050   0.2814        -2.9315533      1.5025934     -1.4289599    
     94100   0.2814        -2.9418095      1.5003956     -1.4414139    
     94150   0.2814        -2.9239267      1.4870217     -1.4369051    
     94200   0.2814        -2.9334313      1.4767019     -1.4567293    
     94250   0.2814        -2.9449466      1.4821194     -1.4628272    
     94300   0.2814        -2.9502057      1.5155722     -1.4346335    
     94350   0.2814        -2.9612598      1.4995796     -1.4616802    
     94400   0.2814        -2.9748881      1.5233533     -1.4515348    
     94450   0.2814        -2.9752615      1.4853514     -1.4899101    
     94500   0.2814        -2.967653       1.5103117     -1.4573413    
     94550   0.2814        -2.9616178      1.5126158     -1.4490021    
     94600   0.2814        -2.9415392      1.4917608     -1.4497784    
     94650   0.2814        -2.9576529      1.4800216     -1.4776313    
     94700   0.2814        -2.9706478      1.4921263     -1.4785215    
     94750   0.2814        -2.9607567      1.5243214     -1.4364354    
     94800   0.2814        -2.9795773      1.4831982     -1.4963791    
     94850   0.2814        -2.9880771      1.5448966     -1.4431805    
     94900   0.2814        -2.9745323      1.4877468     -1.4867855    
     94950   0.2814        -2.9690319      1.4986621     -1.4703698    
     95000   0.2814        -2.9685004      1.519293      -1.4492074    
     95050   0.2814        -2.9649515      1.4824325     -1.482519     
     95100   0.2814        -2.9725261      1.4860712     -1.4864549    
     95150   0.2814        -2.9868495      1.5306181     -1.4562315    
     95200   0.2814        -2.9569489      1.5052711     -1.4516778    
     95250   0.2814        -2.9625962      1.4767558     -1.4858403    
     95300   0.2814        -2.9698146      1.5145207     -1.4552939    
     95350   0.2814        -2.9712495      1.4995135     -1.471736     
     95400   0.2814        -2.9665248      1.4681259     -1.4983988    
     95450   0.2814        -2.9791669      1.4761686     -1.5029983    
     95500   0.2814        -2.9596427      1.5103951     -1.4492476    
     95550   0.2814        -2.9580389      1.5209682     -1.4370707    
     95600   0.2814        -2.9711791      1.5117359     -1.4594432    
     95650   0.2814        -2.9673479      1.4761583     -1.4911896    
     95700   0.2814        -2.9454605      1.4886472     -1.4568133    
     95750   0.2814        -2.9693292      1.5278075     -1.4415218    
     95800   0.2814        -2.9604392      1.4975153     -1.4629239    
     95850   0.2814        -2.9639829      1.4992722     -1.4647107    
     95900   0.2814        -2.9640334      1.4966611     -1.4673723    
     95950   0.2814        -2.9760977      1.5115825     -1.4645152    
     96000   0.2814        -2.9439607      1.5178238     -1.4261369    
     96050   0.2814        -2.9536468      1.5056776     -1.4479692    
     96100   0.2814        -2.9476628      1.4981406     -1.4495222    
     96150   0.2814        -2.9481647      1.4534184     -1.4947463    
     96200   0.2814        -2.9434652      1.5256377     -1.4178275    
     96250   0.2814        -2.9670726      1.5233601     -1.4437125    
     96300   0.2814        -2.9566247      1.5105886     -1.4460361    
     96350   0.2814        -2.9394713      1.5320822     -1.4073891    
     96400   0.2814        -2.9378271      1.5113377     -1.4264895    
     96450   0.2814        -2.9565744      1.4839416     -1.4726328    
     96500   0.2814        -2.9285791      1.5014439     -1.4271352    
     96550   0.2814        -2.925301       1.4933707     -1.4319303    
     96600   0.2814        -2.9387406      1.5200411     -1.4186994    
     96650   0.2814        -2.9191442      1.4997717     -1.4193724    
     96700   0.2814        -2.9023095      1.5348881     -1.3674214    
     96750   0.2814        -2.9031903      1.4981237     -1.4050666    
     96800   0.2814        -2.8940631      1.4952266     -1.3988364    
     96850   0.2814        -2.8903203      1.4829376     -1.4073827    
     96900   0.2814        -2.8972045      1.5122274     -1.3849771    
     96950   0.2814        -2.8965949      1.5086644     -1.3879305    
     97000   0.2814        -2.8902875      1.4955432     -1.3947443    
     97050   0.2814        -2.8914606      1.5037381     -1.3877225    
     97100   0.2814        -2.8905895      1.4988971     -1.3916923    
     97150   0.2814        -2.8860654      1.493318      -1.3927474    
     97200   0.2814        -2.9107203      1.5002926     -1.4104277    
     97250   0.2814        -2.9144561      1.5220099     -1.3924462    
     97300   0.2814        -2.9052832      1.4967487     -1.4085345    
     97350   0.2814        -2.9049732      1.5148221     -1.3901511    
     97400   0.2814        -2.8891461      1.5128397     -1.3763064    
     97450   0.2814        -2.8974781      1.4755177     -1.4219605    
     97500   0.2814        -2.9174103      1.4955451     -1.4218652    
     97550   0.2814        -2.9006022      1.4669262     -1.433676     
     97600   0.2814        -2.9060818      1.4785754     -1.4275064    
     97650   0.2814        -2.9179135      1.4875754     -1.4303381    
     97700   0.2814        -2.9035414      1.5203833     -1.3831581    
     97750   0.2814        -2.9134914      1.5113067     -1.4021847    
     97800   0.2814        -2.9053995      1.4633416     -1.4420579    
     97850   0.2814        -2.8964598      1.5331543     -1.3633055    
     97900   0.2814        -2.9155903      1.5383576     -1.3772327    
     97950   0.2814        -2.9183354      1.4830729     -1.4352625    
     98000   0.2814        -2.8910468      1.4992572     -1.3917897    
     98050   0.2814        -2.897685       1.4929904     -1.4046946    
     98100   0.2814        -2.88087        1.4998996     -1.3809704    
     98150   0.2814        -2.8737959      1.5090117     -1.3647842    
     98200   0.2814        -2.8993326      1.4854093     -1.4139233    
     98250   0.2814        -2.8957129      1.5155979     -1.380115     
     98300   0.2814        -2.9070212      1.5001204     -1.4069007    
     98350   0.2814        -2.9075086      1.5145809     -1.3929278    
     98400   0.2814        -2.9033072      1.492315      -1.4109922    
     98450   0.2814        -2.8945131      1.5042958     -1.3902173    
     98500   0.2814        -2.9042379      1.5029892     -1.4012487    
     98550   0.2814        -2.9011172      1.5098741     -1.3912431    
     98600   0.2814        -2.9092096      1.490707      -1.4185026    
     98650   0.2814        -2.9046941      1.4607418     -1.4439522    
     98700   0.2814        -2.9111696      1.457408      -1.4537616    
     98750   0.2814        -2.924933       1.5041888     -1.4207442    
     98800   0.2814        -2.9322207      1.5020388     -1.4301819    
     98850   0.2814        -2.9210637      1.4894399     -1.4316238    
     98900   0.2814        -2.9134865      1.4989283     -1.4145582    
     98950   0.2814        -2.9245178      1.4902458     -1.434272     
     99000   0.2814        -2.9134788      1.5015034     -1.4119755    
     99050   0.2814        -2.91194        1.4873784     -1.4245615    
     99100   0.2814        -2.8970342      1.5159757     -1.3810585    
     99150   0.2814        -2.8927998      1.4711114     -1.4216884    
     99200   0.2814        -2.8999354      1.5207316     -1.3792038    
     99250   0.2814        -2.8998962      1.5011761     -1.39872      
     99300   0.2814        -2.8921252      1.5412629     -1.3508622    
     99350   0.2814        -2.9084143      1.4827402     -1.4256741    
     99400   0.2814        -2.9031732      1.4954543     -1.407719     
     99450   0.2814        -2.899466       1.5102536     -1.3892124    
     99500   0.2814        -2.9243676      1.4907965     -1.4335711    
     99550   0.2814        -2.9155321      1.5320302     -1.3835019    
     99600   0.2814        -2.9100849      1.5048909     -1.405194     
     99650   0.2814        -2.9136698      1.493728      -1.4199419    
     99700   0.2814        -2.9111963      1.4889524     -1.4222439    
     99750   0.2814        -2.9070593      1.5306144     -1.3764449    
     99800   0.2814        -2.9095153      1.5152267     -1.3942886    
     99850   0.2814        -2.9207853      1.442472      -1.4783133    
     99900   0.2814        -2.9050086      1.4967848     -1.4082238    
     99950   0.2814        -2.8920975      1.5024122     -1.3896854    
    100000   0.2814        -2.8982786      1.49249       -1.4057886    
    100050   0.2814        -2.9109865      1.4985226     -1.4124639    
    100100   0.2814        -2.9145773      1.5175408     -1.3970365    
    100150   0.2814        -2.9152877      1.517619      -1.3976687    
    100200   0.2814        -2.922483       1.5150243     -1.4074588    
    100250   0.2814        -2.8950668      1.4944647     -1.4006022    
    100300   0.2814        -2.8882374      1.5318203     -1.3564171    
    100350   0.2814        -2.8951276      1.4976312     -1.3974964    
    100400   0.2814        -2.9370998      1.5015165     -1.4355833    
    100450   0.2814        -2.9302778      1.5103026     -1.4199752    
    100500   0.2814        -2.9277146      1.4864967     -1.4412179    
    100550   0.2814        -2.912466       1.4708934     -1.4415725    
    100600   0.2814        -2.9276466      1.5063923     -1.4212543    
    100650   0.2814        -2.9318894      1.5227227     -1.4091667    
    100700   0.2814        -2.9219357      1.4956775     -1.4262582    
    100750   0.2814        -2.9469566      1.4716133     -1.4753433    
    100800   0.2814        -2.9524242      1.5063126     -1.4461115    
    100850   0.2814        -2.9376784      1.4954915     -1.4421868    
    100900   0.2814        -2.9487395      1.4973112     -1.4514282    
    100950   0.2814        -2.9775489      1.4702354     -1.5073136    
    101000   0.2814        -2.9722424      1.5138752     -1.4583672    
    101050   0.2814        -2.9717161      1.4934662     -1.4782499    
    101100   0.2814        -2.9889836      1.4905485     -1.4984352    
    101150   0.2814        -2.982033       1.4819645     -1.5000685    
    101200   0.2814        -2.9732783      1.5317967     -1.4414816    
    101250   0.2814        -2.9639408      1.5074742     -1.4564666    
    101300   0.2814        -2.9597801      1.4532562     -1.5065239    
    101350   0.2814        -2.9535529      1.4941717     -1.4593812    
    101400   0.2814        -2.9685357      1.4959237     -1.472612     
    101450   0.2814        -2.9823139      1.5224356     -1.4598783    
    101500   0.2814        -2.9673673      1.5106451     -1.4567222    
    101550   0.2814        -2.9572044      1.5016414     -1.455563     
    101600   0.2814        -2.973516       1.5150877     -1.4584283    
    101650   0.2814        -2.9795469      1.5143242     -1.4652226    
    101700   0.2814        -2.9693882      1.4840621     -1.485326     
    101750   0.2814        -2.978589       1.4749133     -1.5036757    
    101800   0.2814        -2.9752871      1.5275667     -1.4477204    
    101850   0.2814        -2.985911       1.5074146     -1.4784964    
    101900   0.2814        -2.9832442      1.4975647     -1.4856796    
    101950   0.2814        -2.9732098      1.5026        -1.4706098    
    102000   0.2814        -2.9657872      1.5280715     -1.4377157    
    102050   0.2814        -2.9814027      1.4706053     -1.5107974    
    102100   0.2814        -2.9565008      1.5077049     -1.4487959    
    102150   0.2814        -2.9540744      1.478627      -1.4754474    
    102200   0.2814        -2.9590739      1.5101749     -1.4488989    
    102250   0.2814        -2.9476223      1.5100052     -1.4376172    
    102300   0.2814        -2.9461299      1.463845      -1.4822849    
    102350   0.2814        -2.949944       1.4968333     -1.4531107    
    102400   0.2814        -2.9431038      1.501272      -1.4418317    
    102450   0.2814        -2.9363168      1.5038793     -1.4324375    
    102500   0.2814        -2.9441716      1.4913195     -1.452852     
    102550   0.2814        -2.9380175      1.4983207     -1.4396968    
    102600   0.2814        -2.9544619      1.4881986     -1.4662633    
    102650   0.2814        -2.9557082      1.4470459     -1.5086623    
    102700   0.2814        -2.9417297      1.5231309     -1.4185988    
    102750   0.2814        -2.944879       1.494718      -1.450161     
    102800   0.2814        -2.955371       1.5351606     -1.4202105    
    102850   0.2814        -2.941052       1.4998539     -1.4411981    
    102900   0.2814        -2.9474921      1.5002402     -1.4472519    
    102950   0.2814        -2.9745513      1.5100848     -1.4644665    
    103000   0.2814        -2.9557026      1.5390442     -1.4166584    
    103050   0.2814        -2.9638107      1.5279788     -1.4358318    
    103100   0.2814        -2.9543833      1.5039631     -1.4504202    
    103150   0.2814        -2.9347222      1.4978841     -1.4368381    
    103200   0.2814        -2.9203853      1.5056871     -1.4146981    
    103250   0.2814        -2.9326103      1.4747619     -1.4578484    
    103300   0.2814        -2.9444459      1.5165232     -1.4279227    
    103350   0.2814        -2.9319332      1.4693548     -1.4625785    
    103400   0.2814        -2.9307746      1.5226635     -1.4081111    
    103450   0.2814        -2.9244166      1.505791      -1.4186257    
    103500   0.2814        -2.9169405      1.4850007     -1.4319398    
    103550   0.2814        -2.9417615      1.5076938     -1.4340677    
    103600   0.2814        -2.9330756      1.5071782     -1.4258974    
    103650   0.2814        -2.9570818      1.527402      -1.4296798    
    103700   0.2814        -2.9254793      1.5137436     -1.4117357    
    103750   0.2814        -2.9307233      1.5350938     -1.3956295    
    103800   0.2814        -2.9369567      1.5321372     -1.4048195    
    103850   0.2814        -2.9275288      1.5059301     -1.4215986    
    103900   0.2814        -2.9346061      1.5251013     -1.4095049    
    103950   0.2814        -2.9236522      1.4933724     -1.4302798    
    104000   0.2814        -2.9287642      1.5085376     -1.4202266    
    104050   0.2814        -2.9306761      1.4952289     -1.4354472    
    104100   0.2814        -2.9183328      1.4912136     -1.4271192    
    104150   0.2814        -2.9320376      1.5169076     -1.41513      
    104200   0.2814        -2.9384416      1.4967243     -1.4417173    
    104250   0.2814        -2.9557309      1.4830713     -1.4726596    
    104300   0.2814        -2.9459079      1.4766012     -1.4693067    
    104350   0.2814        -2.9513965      1.5133884     -1.4380081    
    104400   0.2814        -2.9529868      1.5081831     -1.4448037    
    104450   0.2814        -2.9572473      1.4958484     -1.4613989    
    104500   0.2814        -2.9459857      1.5246111     -1.4213747    
    104550   0.2814        -2.9489175      1.4874263     -1.4614912    
    104600   0.2814        -2.9647032      1.5032158     -1.4614874    
    104650   0.2814        -2.9549254      1.4894276     -1.4654978    
    104700   0.2814        -2.9601251      1.500445      -1.4596801    
    104750   0.2814        -2.9527698      1.5184804     -1.4342894    
    104800   0.2814        -2.961188       1.5236324     -1.4375556    
    104850   0.2814        -2.9662771      1.5261451     -1.4401319    
    104900   0.2814        -2.9770492      1.4930386     -1.4840106    
    104950   0.2814        -2.9729556      1.4872925     -1.485663     
    105000   0.2814        -2.9684233      1.4951565     -1.4732669    
    105050   0.2814        -2.9639813      1.5262634     -1.4377179    
    105100   0.2814        -2.9886845      1.480137      -1.5085475    
    105150   0.2814        -2.9770258      1.4966944     -1.4803314    
    105200   0.2814        -2.9931717      1.4910408     -1.5021309    
    105250   0.2814        -2.9831727      1.5142697     -1.468903     
    105300   0.2814        -2.982427       1.4709104     -1.5115165    
    105350   0.2814        -2.9905775      1.5134223     -1.4771553    
    105400   0.2814        -2.992352       1.5072221     -1.4851299    
    105450   0.2814        -2.985427       1.4895603     -1.4958667    
    105500   0.2814        -3.0007381      1.4842779     -1.5164602    
    105550   0.2814        -3.0031949      1.4947811     -1.5084138    
    105600   0.2814        -3.0028767      1.4716789     -1.5311978    
    105650   0.2814        -3.0018034      1.5366886     -1.4651148    
    105700   0.2814        -2.9928797      1.5041819     -1.4886978    
    105750   0.2814        -3.0028616      1.4808117     -1.5220499    
    105800   0.2814        -2.9919761      1.5036747     -1.4883014    
    105850   0.2814        -2.9979307      1.5077173     -1.4902134    
    105900   0.2814        -2.9973855      1.4874873     -1.5098982    
    105950   0.2814        -2.9910441      1.4983429     -1.4927013    
    106000   0.2814        -2.9772463      1.5168918     -1.4603544    
    106050   0.2814        -2.9746733      1.4884709     -1.4862024    
    106100   0.2814        -2.9791614      1.532836      -1.4463255    
    106150   0.2814        -2.9831514      1.4840837     -1.4990677    
    106200   0.2814        -2.9774565      1.4873402     -1.4901163    
    106250   0.2814        -2.967189       1.5130493     -1.4541397    
    106300   0.2814        -2.9927296      1.5095283     -1.4832013    
    106350   0.2814        -2.9795317      1.4997976     -1.4797341    
    106400   0.2814        -2.9769853      1.4877031     -1.4892822    
    106450   0.2814        -2.9739396      1.5272236     -1.446716     
    106500   0.2814        -2.9644957      1.5194268     -1.4450689    
    106550   0.2814        -2.9552523      1.4695384     -1.4857139    
    106600   0.2814        -2.961487       1.522091      -1.4393961    
    106650   0.2814        -2.9353359      1.5260758     -1.4092601    
    106700   0.2814        -2.937833       1.4636122     -1.4742208    
    106750   0.2814        -2.9312228      1.524533      -1.4066898    
    106800   0.2814        -2.9223369      1.4935159     -1.428821     
    106850   0.2814        -2.9302807      1.4893082     -1.4409724    
    106900   0.2814        -2.933902       1.4603847     -1.4735173    
    106950   0.2814        -2.9260529      1.4679617     -1.4580912    
    107000   0.2814        -2.9343775      1.5179269     -1.4164506    
    107050   0.2814        -2.935198       1.5091605     -1.4260375    
    107100   0.2814        -2.924498       1.4951024     -1.4293955    
    107150   0.2814        -2.9318175      1.4980128     -1.4338046    
    107200   0.2814        -2.9453338      1.4902123     -1.4551216    
    107250   0.2814        -2.946929       1.5015924     -1.4453367    
    107300   0.2814        -2.9328972      1.5136924     -1.4192048    
    107350   0.2814        -2.9516151      1.4919614     -1.4596536    
    107400   0.2814        -2.951695       1.4924496     -1.4592454    
    107450   0.2814        -2.935468       1.4963948     -1.4390732    
    107500   0.2814        -2.9549278      1.5386653     -1.4162625    
    107550   0.2814        -2.9546445      1.4915849     -1.4630596    
    107600   0.2814        -2.9546151      1.4973645     -1.4572506    
    107650   0.2814        -2.9472306      1.4695544     -1.4776761    
    107700   0.2814        -2.9496531      1.5304233     -1.4192297    
    107750   0.2814        -2.9329706      1.5229617     -1.4100089    
    107800   0.2814        -2.9335042      1.5394025     -1.3941018    
    107850   0.2814        -2.9363276      1.5191698     -1.4171578    
    107900   0.2814        -2.9523367      1.4969466     -1.4553901    
    107950   0.2814        -2.9420672      1.5324454     -1.4096218    
    108000   0.2814        -2.9545113      1.5003694     -1.454142     
    108050   0.2814        -2.9857633      1.4703782     -1.5153851    
    108100   0.2814        -2.9858294      1.510545      -1.4752844    
    108150   0.2814        -2.9617643      1.4936133     -1.468151     
    108200   0.2814        -2.9731671      1.4653046     -1.5078626    
    108250   0.2814        -2.9492282      1.4638818     -1.4853464    
    108300   0.2814        -2.9486767      1.4804484     -1.4682283    
    108350   0.2814        -2.9505292      1.4983247     -1.4522044    
    108400   0.2814        -2.9635614      1.4870496     -1.4765119    
    108450   0.2814        -2.9560224      1.4766848     -1.4793376    
    108500   0.2814        -2.947763       1.5330236     -1.4147395    
    108550   0.2814        -2.9599893      1.5166279     -1.4433614    
    108600   0.2814        -2.9547456      1.521148      -1.4335976    
    108650   0.2814        -2.9516431      1.4731381     -1.478505     
    108700   0.2814        -2.9852351      1.4794037     -1.5058315    
    108750   0.2814        -2.9707752      1.4986264     -1.4721488    
    108800   0.2814        -2.972115       1.5114253     -1.4606897    
    108850   0.2814        -2.9666693      1.5086011     -1.4580682    
    108900   0.2814        -2.9678492      1.5103551     -1.4574942    
    108950   0.2814        -2.957129       1.4869325     -1.4701965    
    109000   0.2814        -2.9522831      1.5245999     -1.4276832    
    109050   0.2814        -2.951686       1.5266428     -1.4250432    
    109100   0.2814        -2.9463459      1.5129437     -1.4334022    
    109150   0.2814        -2.9390111      1.4833205     -1.4556906    
    109200   0.2814        -2.9445071      1.484674      -1.4598331    
    109250   0.2814        -2.955361       1.4906382     -1.4647227    
    109300   0.2814        -2.9465336      1.5138501     -1.4326835    
    109350   0.2814        -2.9379786      1.5419886     -1.39599      
    109400   0.2814        -2.9254727      1.5242341     -1.4012386    
    109450   0.2814        -2.9232185      1.4987368     -1.4244818    
    109500   0.2814        -2.9435639      1.4862115     -1.4573524    
    109550   0.2814        -2.9385604      1.5216238     -1.4169367    
    109600   0.2814        -2.953205       1.5075484     -1.4456567    
    109650   0.2814        -2.9523328      1.4908847     -1.4614481    
    109700   0.2814        -2.9408606      1.4905147     -1.4503459    
    109750   0.2814        -2.9436175      1.5275283     -1.4160892    
    109800   0.2814        -2.9574684      1.5386854     -1.418783     
    109850   0.2814        -2.9565007      1.5311442     -1.4253565    
    109900   0.2814        -2.9342182      1.4876124     -1.4466058    
    109950   0.2814        -2.9425815      1.4996207     -1.4429608    
    110000   0.2814        -2.9226743      1.5052028     -1.4174716    
    110050   0.2814        -2.927365       1.5056762     -1.4216888    
    110100   0.2814        -2.9306168      1.5416973     -1.3889195    
    110150   0.2814        -2.9213062      1.4781923     -1.4431139    
    110200   0.2814        -2.9311473      1.4866897     -1.4444576    
    110250   0.2814        -2.9193235      1.5010614     -1.4182621    
    110300   0.2814        -2.9231579      1.476112      -1.4470459    
    110350   0.2814        -2.9216913      1.5104593     -1.411232     
    110400   0.2814        -2.9086439      1.5295498     -1.3790941    
    110450   0.2814        -2.8980623      1.4556424     -1.4424199    
    110500   0.2814        -2.9161855      1.5359446     -1.3802408    
    110550   0.2814        -2.9132162      1.4969687     -1.4162475    
    110600   0.2814        -2.936508       1.4574168     -1.4790911    
    110650   0.2814        -2.9459424      1.4901543     -1.4557881    
    110700   0.2814        -2.9430764      1.5425696     -1.4005069    
    110750   0.2814        -2.9407088      1.5149362     -1.4257727    
    110800   0.2814        -2.9356013      1.4972131     -1.4383882    
    110850   0.2814        -2.9536611      1.4844677     -1.4691933    
    110900   0.2814        -2.950531       1.5341147     -1.4164163    
    110950   0.2814        -2.9352473      1.5185681     -1.4166793    
    111000   0.2814        -2.923503       1.494411      -1.429092     
    111050   0.2814        -2.9327776      1.488697      -1.4440807    
    111100   0.2814        -2.9371841      1.5096301     -1.427554     
    111150   0.2814        -2.9308809      1.4983846     -1.4324963    
    111200   0.2814        -2.9388775      1.4862637     -1.4526138    
    111250   0.2814        -2.9341708      1.4883015     -1.4458693    
    111300   0.2814        -2.9485929      1.4948028     -1.4537901    
    111350   0.2814        -2.9448227      1.4813264     -1.4634964    
    111400   0.2814        -2.9538726      1.4832686     -1.470604     
    111450   0.2814        -2.9615137      1.502354      -1.4591597    
    111500   0.2814        -2.9391319      1.5032175     -1.4359144    
    111550   0.2814        -2.9558233      1.4662044     -1.4896189    
    111600   0.2814        -2.9801754      1.472452      -1.5077234    
